Customer ID,Product,Category,Price,Date,Payment Method
CUST7046,Tablet,Electronics,1561.54,07/11/2022,Cash on Delivery
CUST8567,Laptop,Electronics,1021.54,04/07/2022,Credit Card
CUST3940,Gaming Console,Electronics,1312.67,22/03/2023,Bank Transfer
CUST3218,Laptop,Electronics,87.55,30/10/2023,Bank Transfer
CUST9573,Tablet,Electronics,626.47,25/11/2022,Credit Card
CUST2515,Gaming Console,Electronics,1642.3,10/08/2023,Credit Card
CUST1671,Laptop,Electronics,464.25,07/04/2022,PayPal
CUST8766,Mouse,Electronics,1608.94,15/09/2023,Credit Card
CUST6512,Keyboard,Electronics,1513.31,31/03/2023,Debit Card
CUST2077,Keyboard,Electronics,215.37,07/04/2022,PayPal
CUST9855,Smartwatch,Electronics,1810.14,29/07/2023,Bank Transfer
CUST5462,Keyboard,Electronics,726.2,24/10/2023,Cash on Delivery
CUST9837,Keyboard,Electronics,1326.09,23/11/2022,Debit Card
CUST6434,Gaming Console,Electronics,1828.39,12/12/2023,PayPal
CUST1505,Smartphone,Electronics,1853.71,20/02/2022,Bank Transfer
CUST6982,Monitor,Electronics,681.33,13/02/2023,PayPal
CUST4003,Keyboard,Electronics,629.6,06/06/2023,Cash on Delivery
CUST7617,Keyboard,Electronics,1849.71,02/03/2023,PayPal
CUST5802,Headphones,Electronics,211.01,10/04/2023,Credit Card
CUST4561,Laptop,Electronics,1850.19,18/05/2023,PayPal
CUST5711,Smartphone,Electronics,1440.15,12/05/2022,Debit Card
CUST1969,Tablet,Electronics,138.84,28/08/2023,Debit Card
CUST7393,Laptop,Electronics,308.65,26/08/2022,Debit Card
CUST2086,Mouse,Electronics,1230.24,12/12/2022,Credit Card
CUST7995,Tablet,Electronics,1518.4,20/05/2022,PayPal
CUST9452,Tablet,Electronics,1593.09,24/02/2022,Debit Card
CUST2730,Mouse,Electronics,1301.11,15/04/2022,Bank Transfer
CUST7443,Smartwatch,Electronics,938.76,15/06/2023,PayPal
CUST5382,Gaming Console,Electronics,539.66,27/03/2023,Cash on Delivery
CUST6195,Tablet,Electronics,1671.78,20/08/2023,Credit Card
CUST3602,Smartphone,Electronics,1032.24,20/07/2023,Credit Card
CUST4752,Smartwatch,Electronics,11.68,08/11/2022,Debit Card
CUST9680,Tablet,Electronics,1280.51,21/11/2023,Bank Transfer
CUST4195,Headphones,Electronics,855.62,27/07/2022,Cash on Delivery
CUST8592,Monitor,Electronics,1088.6,14/09/2022,Credit Card
CUST1433,Headphones,Electronics,1456.17,21/02/2022,PayPal
CUST9882,Mouse,Electronics,988.62,23/01/2023,Cash on Delivery
CUST7489,Mouse,Electronics,540.52,30/04/2022,Cash on Delivery
CUST7215,Headphones,Electronics,483.41,30/07/2022,PayPal
CUST3588,Smartphone,Electronics,1400.79,02/01/2022,PayPal
CUST3102,Tablet,Electronics,1994.87,03/01/2022,Credit Card
CUST5580,Laptop,Electronics,1098.37,26/03/2022,Debit Card
CUST6280,Keyboard,Electronics,1059.99,14/05/2023,Credit Card
CUST1588,Smartwatch,Electronics,317.04,20/06/2022,PayPal
CUST2548,Tablet,Electronics,1526.46,25/09/2022,Debit Card
CUST2870,Camera,Electronics,946.36,24/03/2023,Credit Card
CUST5170,Mouse,Electronics,352.78,02/06/2022,Bank Transfer
CUST9853,Smartphone,Electronics,1716.49,03/07/2023,Debit Card
CUST1450,Gaming Console,Electronics,597.58,31/10/2022,Cash on Delivery
CUST8733,Headphones,Electronics,1236.01,18/08/2023,Credit Card
CUST1375,Tablet,Electronics,183.01,14/06/2023,PayPal
CUST6351,Smartphone,Electronics,1000.23,13/11/2023,Bank Transfer
CUST4227,Gaming Console,Electronics,269.53,04/11/2023,Bank Transfer
CUST1952,Camera,Electronics,1713.96,22/01/2023,Credit Card
CUST4760,Laptop,Electronics,498.6,08/12/2023,Cash on Delivery
CUST8166,Laptop,Electronics,1577.79,19/12/2022,Debit Card
CUST4429,Tablet,Electronics,1559.03,12/08/2023,Credit Card
CUST8668,Camera,Electronics,1318.56,06/07/2022,PayPal
CUST4907,Gaming Console,Electronics,1887.45,27/07/2022,Credit Card
CUST2737,Smartwatch,Electronics,102.91,03/12/2023,Credit Card
CUST7025,Keyboard,Electronics,212.85,09/05/2023,Credit Card
CUST1738,Laptop,Electronics,1724.18,03/05/2022,Debit Card
CUST8246,Headphones,Electronics,1456.57,05/06/2023,Bank Transfer
CUST2156,Tablet,Electronics,1169.63,02/12/2023,Debit Card
CUST6094,Smartwatch,Electronics,24.68,14/10/2023,Credit Card
CUST2313,Tablet,Electronics,1444.61,12/08/2023,Cash on Delivery
CUST4282,Smartwatch,Electronics,1801.93,01/10/2023,Cash on Delivery
CUST5208,Monitor,Electronics,1170.35,19/04/2022,Bank Transfer
CUST2647,Headphones,Electronics,70.12,15/03/2023,Cash on Delivery
CUST3296,Keyboard,Electronics,1915.04,17/05/2023,Debit Card
CUST9922,Keyboard,Electronics,1875.25,04/10/2023,Credit Card
CUST6585,Gaming Console,Electronics,251.87,13/11/2023,PayPal
CUST4482,Laptop,Electronics,686.23,27/09/2022,Bank Transfer
CUST3006,Smartphone,Electronics,1313.5,20/03/2023,PayPal
CUST4420,Keyboard,Electronics,434.56,03/04/2022,Credit Card
CUST9861,Keyboard,Electronics,1110.71,11/04/2023,Bank Transfer
CUST6292,Smartwatch,Electronics,1552.6,13/08/2022,Credit Card
CUST5995,Camera,Electronics,1201.0,04/01/2023,Bank Transfer
CUST3011,Smartwatch,Electronics,897.71,24/03/2022,Credit Card
CUST6613,Tablet,Electronics,1552.39,06/02/2023,Cash on Delivery
CUST7761,Mouse,Electronics,1249.21,15/03/2022,PayPal
CUST3729,Gaming Console,Electronics,271.05,05/05/2022,Debit Card
CUST9108,Smartphone,Electronics,629.71,15/04/2022,Bank Transfer
CUST1960,Mouse,Electronics,77.54,19/10/2022,Cash on Delivery
CUST9143,Monitor,Electronics,1340.7,27/10/2023,Debit Card
CUST6807,Camera,Electronics,1354.92,23/07/2023,PayPal
CUST9134,Tablet,Electronics,1938.28,13/12/2023,Bank Transfer
CUST8206,Smartphone,Electronics,1363.42,11/06/2023,Credit Card
CUST5367,Laptop,Electronics,1640.26,26/11/2022,Bank Transfer
CUST5872,Smartwatch,Electronics,943.32,20/10/2023,Cash on Delivery
CUST6851,Laptop,Electronics,425.1,18/08/2022,Debit Card
CUST9527,Monitor,Electronics,346.73,14/11/2022,Bank Transfer
CUST1561,Mouse,Electronics,1068.52,18/12/2023,Cash on Delivery
CUST4095,Laptop,Electronics,807.41,13/12/2023,Bank Transfer
CUST6205,Camera,Electronics,887.66,17/11/2022,Cash on Delivery
CUST3162,Mouse,Electronics,1890.77,02/02/2023,Cash on Delivery
CUST8519,Camera,Electronics,209.5,22/01/2023,Debit Card
CUST1756,Laptop,Electronics,179.17,09/10/2022,Cash on Delivery
CUST6589,Smartphone,Electronics,1359.6,26/11/2022,Bank Transfer
CUST3510,Tablet,Electronics,1941.26,17/03/2022,PayPal
CUST2643,Monitor,Electronics,1138.85,06/09/2022,Bank Transfer
CUST3634,Camera,Electronics,171.32,29/07/2023,Debit Card
CUST7299,Keyboard,Electronics,238.19,17/09/2022,Cash on Delivery
CUST9064,Tablet,Electronics,1771.16,22/02/2023,Bank Transfer
CUST6358,Gaming Console,Electronics,1202.33,21/07/2023,Cash on Delivery
CUST7241,Laptop,Electronics,802.73,22/07/2023,PayPal
CUST3635,Camera,Electronics,424.25,09/03/2022,Credit Card
CUST9090,Camera,Electronics,217.05,14/01/2022,PayPal
CUST2085,Headphones,Electronics,750.29,24/04/2023,PayPal
CUST8912,Laptop,Electronics,204.94,15/08/2023,Bank Transfer
CUST9062,Monitor,Electronics,1338.63,26/02/2022,PayPal
CUST3176,Smartphone,Electronics,1880.69,06/12/2022,Debit Card
CUST8100,Headphones,Electronics,875.1,09/09/2022,PayPal
CUST1803,Keyboard,Electronics,1365.74,06/02/2022,PayPal
CUST8562,Mouse,Electronics,1051.77,07/07/2022,Debit Card
CUST7580,Keyboard,Electronics,122.83,08/05/2023,Cash on Delivery
CUST3918,Laptop,Electronics,1475.13,29/12/2022,Cash on Delivery
CUST2309,Mouse,Electronics,1286.98,28/03/2022,Debit Card
CUST1938,Headphones,Electronics,1620.67,04/07/2022,Debit Card
CUST6094,Keyboard,Electronics,1359.22,12/04/2022,PayPal
CUST7548,Smartwatch,Electronics,362.0,08/01/2023,Credit Card
CUST8286,Gaming Console,Electronics,35.32,19/08/2023,Debit Card
CUST3084,Smartphone,Electronics,1707.62,19/06/2023,Debit Card
CUST4899,Tablet,Electronics,1149.9,23/07/2023,Debit Card
CUST2474,Headphones,Electronics,233.05,13/07/2022,Credit Card
CUST1702,Laptop,Electronics,1334.75,10/10/2023,PayPal
CUST7520,Laptop,Electronics,826.32,15/06/2023,Credit Card
CUST8609,Tablet,Electronics,1538.54,27/10/2023,Debit Card
CUST9448,Monitor,Electronics,1034.41,11/09/2023,Cash on Delivery
CUST1546,Mouse,Electronics,1784.83,10/08/2022,Cash on Delivery
CUST8057,Monitor,Electronics,734.22,28/09/2023,Cash on Delivery
CUST5908,Headphones,Electronics,283.44,16/09/2023,Cash on Delivery
CUST6413,Headphones,Electronics,876.08,25/07/2022,Bank Transfer
CUST4185,Tablet,Electronics,1045.92,18/09/2022,Credit Card
CUST6527,Laptop,Electronics,241.05,19/07/2022,Cash on Delivery
CUST5160,Keyboard,Electronics,1454.51,30/10/2022,Bank Transfer
CUST4103,Mouse,Electronics,566.65,16/07/2022,Credit Card
CUST7394,Gaming Console,Electronics,36.82,10/01/2023,Bank Transfer
CUST4072,Keyboard,Electronics,967.19,19/01/2022,PayPal
CUST7409,Laptop,Electronics,272.53,20/02/2022,Bank Transfer
CUST9955,Keyboard,Electronics,1934.96,28/01/2022,Cash on Delivery
CUST2545,Laptop,Electronics,78.12,21/07/2023,Cash on Delivery
CUST6257,Monitor,Electronics,1404.5,20/05/2022,PayPal
CUST5244,Smartwatch,Electronics,1876.83,01/02/2023,Credit Card
CUST8682,Smartwatch,Electronics,1829.23,28/09/2022,Cash on Delivery
CUST1142,Tablet,Electronics,339.78,03/08/2023,PayPal
CUST8312,Monitor,Electronics,805.74,22/03/2023,Credit Card
CUST8138,Smartwatch,Electronics,868.91,24/03/2022,Bank Transfer
CUST7789,Mouse,Electronics,790.29,21/04/2023,Debit Card
CUST9099,Headphones,Electronics,1724.58,06/11/2023,PayPal
CUST1834,Gaming Console,Electronics,1431.39,29/12/2022,Debit Card
CUST3113,Camera,Electronics,622.2,22/11/2022,Credit Card
CUST4858,Keyboard,Electronics,534.93,11/01/2023,Bank Transfer
CUST2684,Smartphone,Electronics,739.34,15/04/2022,Debit Card
CUST6198,Camera,Electronics,753.08,18/10/2022,Credit Card
CUST4939,Mouse,Electronics,770.35,03/09/2023,Credit Card
CUST5688,Laptop,Electronics,1747.22,17/02/2022,Cash on Delivery
CUST6300,Camera,Electronics,1744.73,04/10/2023,Cash on Delivery
CUST3928,Smartphone,Electronics,1467.99,11/11/2023,Cash on Delivery
CUST1889,Camera,Electronics,557.37,23/01/2022,Cash on Delivery
CUST7718,Smartphone,Electronics,460.53,05/07/2023,Cash on Delivery
CUST7450,Smartphone,Electronics,1299.96,23/11/2022,Bank Transfer
CUST7889,Smartphone,Electronics,1934.82,29/08/2022,Bank Transfer
CUST3311,Laptop,Electronics,1373.04,07/10/2023,Bank Transfer
CUST2523,Laptop,Electronics,140.53,10/10/2022,Credit Card
CUST9943,Mouse,Electronics,1859.5,25/09/2022,Cash on Delivery
CUST5471,Monitor,Electronics,1927.89,06/04/2022,Bank Transfer
CUST6644,Smartwatch,Electronics,1073.41,28/11/2023,Cash on Delivery
CUST7884,Smartwatch,Electronics,530.98,08/04/2022,Bank Transfer
CUST3728,Gaming Console,Electronics,589.24,27/09/2023,Credit Card
CUST8853,Keyboard,Electronics,1497.24,08/11/2023,Debit Card
CUST4634,Camera,Electronics,541.08,17/05/2023,Bank Transfer
CUST9474,Smartwatch,Electronics,1622.04,02/08/2023,PayPal
CUST6660,Keyboard,Electronics,1354.98,09/02/2022,Cash on Delivery
CUST6572,Mouse,Electronics,1892.43,23/03/2023,Bank Transfer
CUST9058,Tablet,Electronics,357.91,30/05/2023,Bank Transfer
CUST3711,Smartphone,Electronics,1090.07,08/03/2022,Bank Transfer
CUST2362,Smartwatch,Electronics,1727.5,28/12/2022,Bank Transfer
CUST2661,Camera,Electronics,1163.46,15/02/2023,Credit Card
CUST7237,Tablet,Electronics,1573.64,18/03/2023,Credit Card
CUST6417,Smartwatch,Electronics,724.46,21/10/2022,Credit Card
CUST5939,Keyboard,Electronics,17.1,05/03/2023,Credit Card
CUST6713,Headphones,Electronics,1396.59,04/10/2022,Bank Transfer
CUST3852,Laptop,Electronics,28.22,01/07/2022,PayPal
CUST8727,Mouse,Electronics,1641.29,26/12/2023,Bank Transfer
CUST3772,Laptop,Electronics,1275.54,21/02/2023,Credit Card
CUST4730,Mouse,Electronics,69.2,20/07/2022,Bank Transfer
CUST9029,Mouse,Electronics,1630.22,28/04/2022,Debit Card
CUST1112,Camera,Electronics,261.82,09/01/2023,Cash on Delivery
CUST1772,Camera,Electronics,1697.58,19/04/2023,Cash on Delivery
CUST8759,Smartphone,Electronics,765.06,07/12/2023,Cash on Delivery
CUST8283,Laptop,Electronics,1872.72,10/09/2023,Credit Card
CUST9579,Smartwatch,Electronics,808.4,03/11/2023,Bank Transfer
CUST5774,Camera,Electronics,710.23,13/11/2022,Debit Card
CUST4438,Smartphone,Electronics,262.67,17/03/2022,Bank Transfer
CUST2523,Tablet,Electronics,1702.44,17/03/2022,Debit Card
CUST2073,Smartwatch,Electronics,656.95,31/03/2022,Credit Card
CUST1902,Gaming Console,Electronics,1757.75,19/05/2023,Cash on Delivery
CUST3881,Keyboard,Electronics,1002.59,19/05/2023,Cash on Delivery
CUST9607,Tablet,Electronics,1818.28,04/12/2022,PayPal
CUST6176,Mouse,Electronics,1732.04,16/06/2023,Cash on Delivery
CUST3381,Gaming Console,Electronics,949.08,29/11/2023,Cash on Delivery
CUST5530,Gaming Console,Electronics,777.62,03/02/2023,PayPal
CUST4296,Mouse,Electronics,704.05,07/09/2023,Debit Card
CUST1807,Keyboard,Electronics,1658.25,23/08/2023,Credit Card
CUST3440,Laptop,Electronics,1647.36,29/05/2022,Debit Card
